transcript_id	length.x	Raw count (GSNO_1)	Raw count (GSNO_2)	Raw count (GSNO_3)	Raw count (wt_1)	Raw count (wt_2)	Raw count (wt_3)	FPKM (GSNO_1)	FPKM (GSNO_2)	FPKM (GSNO_3)	FPKM (wt_1)	FPKM (wt_2)	FPKM (wt_3)	logFC (GSNO_1-wt_1)	logFC (GSNO_2-wt_2)	logFC (GSNO_3-wt_3)	logFC (GSNO_1,GSNO_2,GSNO_3-wt_1,wt_2,wt_3)	pvalue (GSNO_1-wt_1)	pvalue (GSNO_2-wt_2)	pvalue (GSNO_3-wt_3)	UniprotKB_gene.x	pident.x	length.y	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	UniprotKB_gene.y	pident.y	length	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y	Pfam	SignalP	TmHMM	COGs (eggnog)	GOs	KEGGs	EC number
TRINITY_DN337_c0_g1_i1	620	3	5	2	19	13	11	1538.36	2519.12	1209.71	11609.11	8152.4	8160.86	-2.70794974402131	-1.57353559499401	-2.6133119800945	-2.11976811101831	0.0144137056017465	0.183671546964094	0.0536328609888605	EMI2_YEAST	85.876	177	25	0	1	177	324	500	6.95e-107	317	EMI2_YEAST	84.94	166	25	0	3	500	324	489	7.51e-98	296	-	-	-	-	-	-	-
TRINITY_DN338_c0_g1_i1	163	1	2	0	0	0	0	7670.65	14206.66	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUT_CANGA	100	54	0	0	162	1	15	68	2.31e-32	110	.	.	.	COG0756: This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA (By similarity)	GO:0035870, molecular_function, dITP diphosphatase activity | GO:0004170, molecular_function, dUTP diphosphatase activity | GO:0046872, molecular_function, metal ion binding | GO:0035863, biological_process, dITP catabolic process | GO:0006226, biological_process, dUMP biosynthetic process | GO:0046081, biological_process, dUTP catabolic process | 	KO:K01520.	3.6.1.23,3.6.1,3,3.6,3.6.1,3.6.1,3.6.1.19
TRINITY_DN339_c0_g1_i1	178	0	1	0	1	2	3	0	5135.21	0	5788.51	11409.66	29048.66	-	-1.11944270513001	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN34_c0_g1_i1	279	5	8	5	1	1	0	8652.15	13389.3	9916.23	1989.29	2023.57	0	2.09751802355007	2.64584464912407	-	2.49894752061279	0.282608695652174	0.124959742351047	-	-	-	-	-	-	-	-	-	-	-	-	CYB5_YEAST	65.385	78	27	0	234	1	1	78	2.54e-30	107	-	-	-	-	-	-	-
TRINITY_DN340_c0_g1_i1	185	0	0	1	0	4	0	0	0	5192.13	0	20344.43	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN341_c0_g1_i1	199	0	0	0	3	2	0	0	0	0	12516.85	8334.51	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SDHB_CANGA	86.207	29	4	0	197	111	224	252	1.01e-10	57.8	.	.	.	COG0479: succinate dehydrogenase	GO:0005743, cellular_component, mitochondrial inner membrane | GO:0051537, molecular_function, 2 iron, 2 sulfur cluster binding | GO:0051538, molecular_function, 3 iron, 4 sulfur cluster binding | GO:0051539, molecular_function, 4 iron, 4 sulfur cluster binding | GO:0009055, molecular_function, electron carrier activity | GO:0046872, molecular_function, metal ion binding | GO:0008177, molecular_function, succinate dehydrogenase (ubiquinone) activity | GO:0006099, biological_process, tricarboxylic acid cycle | 	KO:K00235.	1.3.99.1,1.3.5.1,1,1.3,1.3.5
TRINITY_DN342_c0_g1_i1	170	1	2	1	0	1	1	6483.15	12086.78	6852.32	0	6609.21	11642.93	-	0.715707598880234	-0.207323268348693	0.0515304907476507	-	1	1	-	-	-	-	-	-	-	-	-	-	-	GVP36_YEAST	60	45	14	1	136	2	2	42	8.82e-09	52.4	-	-	-	-	-	-	-
TRINITY_DN343_c0_g1_i1	172	0	0	0	1	1	1	0	0	0	6486.26	6358.98	11093.48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN344_c0_g1_i1	218	1	1	2	0	0	0	2985.25	2850.76	6661.76	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BGL2_YEAST	94.444	72	4	0	3	218	186	257	6.98e-44	146	-	-	-	-	-	-	-
TRINITY_DN345_c0_g1_i1	191	0	0	0	0	1	0	0	0	0	0	4648.85	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN345_c0_g2_i1	158	0	1	0	1	0	0	0	8076.11	0	8893.63	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN346_c0_g1_i1	157	0	0	1	0	2	0	0	0	9280.14	0	17616.95	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN347_c0_g1_i1	159	0	0	0	1	2	0	0	0	0	8671.15	16779.37	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN348_c0_g1_i1	249	9	0	2	0	0	1	19655.29	0	4956.31	0	0	3524.37	-	-	0.704173083010597	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	RRS1_YEAST	76.923	78	18	0	235	2	2	79	1.26e-38	130	.	.	.	.	GO:0034399, cellular_component, nuclear periphery | GO:0005730, cellular_component, nucleolus | GO:0005654, cellular_component, nucleoplasm | GO:0030687, cellular_component, preribosome, large subunit precursor | GO:0000447, biological_process, endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) | GO:0042273, biological_process, ribosomal large subunit biogenesis | GO:0000055, biological_process, ribosomal large subunit export from nucleus | 	KO:K14852.	-
TRINITY_DN349_c0_g1_i1	164	1	1	0	1	0	0	7478.54	6932.7	0	7692.49	0	0	-0.0859285842709507	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN35_c0_g1_i1	158	0	0	0	1	1	0	0	0	0	8893.63	8594.46	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TOM6_YEAST	85.185	27	4	0	1	81	35	61	7.46e-09	48.9	.	.	.	.	GO:0016021, cellular_component, integral component of membrane | GO:0005741, cellular_component, mitochondrial outer membrane | GO:0005742, cellular_component, mitochondrial outer membrane translocase complex | GO:0070096, biological_process, mitochondrial outer membrane translocase complex assembly | GO:0030150, biological_process, protein import into mitochondrial matrix | GO:0006626, biological_process, protein targeting to mitochondrion | 	KO:K17772.	-
TRINITY_DN350_c0_g1_i1	234	0	0	0	2	1	2	0	0	0	5650.21	2853.31	8224.46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ATPB_YEAST	90.741	54	5	0	71	232	43	96	1.02e-25	101	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005743, cellular_component, mitochondrial inner membrane | GO:0005758, cellular_component, mitochondrial intermembrane space | GO:0005754, cellular_component, mitochondrial proton-transporting ATP synthase, catalytic core | GO:0005524, molecular_function, ATP binding | GO:0046933, molecular_function, proton-transporting ATP synthase activity, rotational mechanism | GO:0046961, molecular_function, proton-transporting ATPase activity, rotational mechanism | GO:0015986, biological_process, ATP synthesis coupled proton transport | GO:0006626, biological_process, protein targeting to mitochondrion | 	KO:K02133.	3.6.1,3,3.6,3.6.1,3.6.3,3.6.1.3,3.6.1.15
TRINITY_DN351_c0_g1_i1	403	34	24	33	2	12	7	31584.28	21781.59	35803.48	2186.41	13425.67	9705.05	3.91165090433165	0.77367665441352	1.98626370689486	2.13734154290606	0.000336207055238845	0.416921488110269	0.0312329375150456	RL31_CANGA	100	113	0	0	14	126	1	113	2.35e-79	231	RL31_CANGA	100	113	0	0	362	24	1	113	3.33e-79	231	.	.	.	COG2097: (ribosomal) protein	GO:0005829, cellular_component, cytosol | GO:0005840, cellular_component, ribosome | GO:0003735, molecular_function, structural constituent of ribosome | GO:0006412, biological_process, translation | 	KO:K02910.	-
TRINITY_DN352_c0_g1_i1	203	0	2	1	4	2	1	0	6871.36	3987.92	15833.24	7922.24	6150.89	-	-0.207623209213698	-0.207323268348693	-0.864494557441996	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN353_c0_g1_i1	519	4	11	4	10	8	6	2591.51	6989.22	3047.1	7688.65	6307.2	5680.69	-1.39006114505795	0.235723305255033	-0.797594755622655	-0.350724511168155	0.305221314074146	1	0.799900049975013	HXKB_YEAST	81.395	172	32	0	1	172	140	311	4.7e-102	304	HXKB_YEAST	81.395	172	32	0	3	518	140	311	5.22e-102	304	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005739, cellular_component, mitochondrion | GO:0005634, cellular_component, nucleus | GO:0005524, molecular_function, ATP binding | GO:0008865, molecular_function, fructokinase activity | GO:0004340, molecular_function, glucokinase activity | GO:0005536, molecular_function, glucose binding | GO:0004396, molecular_function, hexokinase activity | GO:0019158, molecular_function, mannokinase activity | GO:0001678, biological_process, cellular glucose homeostasis | GO:0032445, biological_process, fructose import | GO:0006000, biological_process, fructose metabolic process | GO:0046323, biological_process, glucose import | GO:0006006, biological_process, glucose metabolic process | GO:0006096, biological_process, glycolytic process | GO:0006013, biological_process, mannose metabolic process | GO:0046015, biological_process, regulation of transcription by glucose | GO:0001302, biological_process, replicative cell aging | 	KO:K00844.	2.7.1.2,2.7.1.1,2.7.1.4,2,2.7,2.7.1,2.7.1.7
TRINITY_DN354_c0_g1_i1	166	0	0	0	1	3	0	0	0	0	7354.4	21509.39	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN355_c0_g1_i1	166	0	0	0	0	1	2	0	0	0	0	7169.8	25791.48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PCKA_CANGA	100	49	0	0	164	18	496	544	3.92e-26	101	.	.	.	COG1866: Phosphoenolpyruvate Carboxylase	GO:0005829, cellular_component, cytosol | GO:0005524, molecular_function, ATP binding | GO:0004612, molecular_function, phosphoenolpyruvate carboxykinase (ATP) activity | GO:0006094, biological_process, gluconeogenesis | 	KO:K01610.	4.1.1,4.1.1.49,4,4.1,4.1.1
TRINITY_DN356_c0_g1_i1	279	4	1	1	5	8	7	6921.72	1673.66	1983.25	9946.45	16188.6	19077.21	-0.40718086119423	-3.05914267014512	-2.88123023239762	-1.68967049514882	1	0.0577711144427786	0.124959742351047	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN357_c0_g1_i1	237	1	2	3	0	2	1	2438.56	4680.83	8255.37	0	5555.43	3980.4	-	-0.207623209213698	1.25838528745016	0.97058629525942	-	1	0.658385093167702	-	-	-	-	-	-	-	-	-	-	-	ACO1_YEAST	78.205	78	17	0	2	235	203	280	8.64e-41	142	.	.	.	.	GO:0030176, cellular_component, integral component of endoplasmic reticulum membrane | GO:0009055, molecular_function, electron carrier activity | GO:0020037, molecular_function, heme binding | GO:0046872, molecular_function, metal ion binding | GO:0004768, molecular_function, stearoyl-CoA 9-desaturase activity | GO:0000001, biological_process, mitochondrion inheritance | GO:0006636, biological_process, unsaturated fatty acid biosynthetic process | 	KO:K00507.	1.14.19.1,1.14.19,1,1.14,1.14.19
TRINITY_DN358_c0_g1_i1	157	2	0	0	0	0	0	18053.64	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF3_CANGA	100	51	0	0	155	3	681	731	3.31e-29	110	.	.	.	.	.	.	-
TRINITY_DN359_c0_g1_i1	384	84	77	78	13	25	9	84000.76	75155.9	90944.28	15266.33	30029.96	13503.19	2.5840839821084	1.39822814154356	2.86649228439819	2.37065427132255	0.00158136525298814	0.0650963246865624	0.000663375282021401	RL44B_YEAST	97.17	106	3	0	10	115	1	106	3.21e-69	205	RL44B_YEAST	97.17	106	3	0	28	345	1	106	5.82e-69	205	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0046677, biological_process, response to antibiotic | GO:0046898, biological_process, response to cycloheximide | 	KO:K02929.	-
TRINITY_DN36_c0_g1_i1	272	0	0	0	1	1	0	0	0	0	2085.44	2119.87	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BFR1_YEAST	67.059	85	28	0	272	18	74	158	4.67e-34	124	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0005783, cellular_component, endoplasmic reticulum | GO:0030529, cellular_component, intracellular ribonucleoprotein complex | GO:0042175, cellular_component, nuclear outer membrane-endoplasmic reticulum membrane network | GO:0005844, cellular_component, polysome | GO:0003723, molecular_function, RNA binding | GO:0008298, biological_process, intracellular mRNA localization | GO:0016071, biological_process, mRNA metabolic process | GO:0007088, biological_process, regulation of mitotic nuclear division | 	.	-
TRINITY_DN360_c0_g1_i1	151	1	1	0	0	1	1	10845.87	9879.57	0	0	10320.02	20431.51	-	-0.19611189703608	-	0.0515304907476507	-	1	-	-	-	-	-	-	-	-	-	-	-	-	HSP82_YEAST	95.918	49	2	0	149	3	275	323	6.77e-28	106	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0005524, molecular_function, ATP binding | GO:0042623, molecular_function, ATPase activity, coupled | GO:0042802, molecular_function, identical protein binding | GO:0051082, molecular_function, unfolded protein binding | GO:0006458, biological_process, 'de novo' protein folding | GO:0000492, biological_process, box C/D snoRNP assembly | GO:0032212, biological_process, positive regulation of telomere maintenance via telomerase | GO:0043248, biological_process, proteasome assembly | GO:0051604, biological_process, protein maturation | GO:0042026, biological_process, protein refolding | GO:0006626, biological_process, protein targeting to mitochondrion | GO:0032204, biological_process, regulation of telomere maintenance | GO:0006970, biological_process, response to osmotic stress | 	KO:K04079.	3.6.1,3,3.6,3.6.1,3.6.1.3,3.6.1.15
TRINITY_DN361_c0_g1_i1	396	26	32	34	10	4	1	24801.99	29812.79	37857.36	11217.57	4591.26	1426.35	1.27167168503683	2.74442508317559	4.70306640180621	2.65959767714473	0.147385428216678	0.00396476409114236	0.000103439177017536	RL22A_YEAST	89.286	112	12	0	1	112	1	112	5.9e-60	182	RL22A_YEAST	89.286	112	12	0	23	358	1	112	3.57e-59	181	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | 	KO:K02891.	-
TRINITY_DN362_c0_g1_i1	188	0	0	2	0	0	1	0	0	9892.27	0	0	7921.86	-	-	0.704173083010597	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN363_c0_g1_i1	160	1	2	1	0	1	0	8300.89	15323.79	8596.46	0	8193.63	0	-	0.715707598880234	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	TMA46_YEAST	85.714	35	5	0	50	154	17	51	1.28e-13	65.9	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0046872, molecular_function, metal ion binding | GO:0002181, biological_process, cytoplasmic translation | 	.	-
TRINITY_DN364_c0_g1_i1	212	2	1	0	0	5	2	6419.76	3059.81	0	0	17810.39	10792.14	-	-2.39333408642338	-	-0.864494557441996	-	0.282608695652174	-	-	-	-	-	-	-	-	-	-	-	-	YI156_YEAST	62.264	53	20	0	161	3	1	53	5.25e-19	75.9	.	.	.	.	.	.	-
TRINITY_DN365_c0_g1_i1	221	2	3	4	0	0	0	5767.68	8268.84	12896.36	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DHE5_YEAST	73.913	69	18	0	1	207	389	457	3.92e-31	115	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005634, cellular_component, nucleus | GO:0004352, molecular_function, glutamate dehydrogenase (NAD+) activity | GO:0004354, molecular_function, glutamate dehydrogenase (NADP+) activity | GO:0019676, biological_process, ammonia assimilation cycle | GO:0006537, biological_process, glutamate biosynthetic process | 	KO:K00262.	1.4.1.2,1.4.1.4,1,1.4,1.4.1
TRINITY_DN366_c0_g1_i1	165	2	1	1	0	0	0	14589.38	6769.06	7636.5	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF3_CANGA	100	54	0	0	3	164	562	615	2.4e-33	122	.	.	.	COG0488: (ABC) transporter	GO:0010494, cellular_component, cytoplasmic stress granule | GO:0022626, cellular_component, cytosolic ribosome | GO:0042788, cellular_component, polysomal ribosome | GO:0005524, molecular_function, ATP binding | GO:0016887, molecular_function, ATPase activity | GO:0003746, molecular_function, translation elongation factor activity | GO:0006469, biological_process, negative regulation of protein kinase activity | GO:0006415, biological_process, translational termination | 	KO:K03235.	3.6.1,3,3.6,3.6.1,3.6.1.3,3.6.1.15
TRINITY_DN367_c0_g1_i1	165	0	1	0	0	0	1	0	6769.06	0	0	0	13245.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MLC1_YEAST	52.542	59	23	1	165	4	37	95	1.62e-11	58.2	.	.	.	.	GO:0005935, cellular_component, cellular bud neck | GO:0005934, cellular_component, cellular bud tip | GO:0016460, cellular_component, myosin II complex | GO:0031982, cellular_component, vesicle | GO:0005509, molecular_function, calcium ion binding | GO:0042802, molecular_function, identical protein binding | GO:0032038, molecular_function, myosin II heavy chain binding | GO:0031489, molecular_function, myosin V binding | GO:0000915, biological_process, actomyosin contractile ring assembly | GO:0008104, biological_process, protein localization | GO:0006903, biological_process, vesicle targeting | 	.	-
TRINITY_DN368_c0_g1_i1	241	27	24	18	6	5	5	63380.58	54121.95	47775.52	15913.26	13414.36	19083.46	2.05138517195702	2.01758946867794	1.59282323361609	2.23093693656365	0.0281231456187105	0.0576833818407054	0.148529576267713	-	-	-	-	-	-	-	-	-	-	-	RS29_CANGA	100	56	0	0	212	45	1	56	2.16e-36	119	.	.	.	COG0199: Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site (By similarity)	GO:0005829, cellular_component, cytosol | GO:0005634, cellular_component, nucleus | GO:0005840, cellular_component, ribosome | GO:0046872, molecular_function, metal ion binding | GO:0003735, molecular_function, structural constituent of ribosome | GO:0006412, biological_process, translation | 	KO:K02980.	-
TRINITY_DN369_c0_g1_i1	187	0	0	1	2	1	0	0	0	5025.66	9942.53	4931.99	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	QCR2_CANGA	100	62	0	0	187	2	251	312	2.82e-35	124	-	-	-	-	-	-	-
TRINITY_DN370_c0_g1_i1	173	0	0	0	3	1	1	0	0	0	19078.63	6240.48	10834.59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HSP30_YEAST	70.37	54	16	0	171	10	166	219	2.9e-19	81.3	.	.	.	.	.	.	-
TRINITY_DN371_c0_g1_i1	185	0	0	0	1	2	2	0	0	0	5133.36	10172.22	16775.43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MCR1_CANGA	100	61	0	0	183	1	83	143	4.98e-37	127	.	.	.	COG0543: cytochrome-b5 reductase activity, acting on NAD(P)H	GO:0016021, cellular_component, integral component of membrane | GO:0005741, cellular_component, mitochondrial outer membrane | GO:0004128, molecular_function, cytochrome-b5 reductase activity, acting on NAD(P)H | 	KO:K00326.	1.6.2.2,1,1.6,1.6.2
TRINITY_DN372_c0_g1_i1	160	0	2	1	0	0	0	0	15323.79	8596.46	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN373_c0_g1_i1	164	3	1	0	0	0	0	22435.61	6932.7	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SNU13_CANGA	95.455	22	1	0	66	1	1	22	2.96e-07	46.6	.	.	.	COG1358: (ribosomal) protein	GO:0031428, cellular_component, box C/D snoRNP complex | GO:0032040, cellular_component, small-subunit processome | GO:0005681, cellular_component, spliceosomal complex | GO:0046540, cellular_component, U4/U6 x U5 tri-snRNP complex | GO:0034511, molecular_function, U3 snoRNA binding | GO:0030621, molecular_function, U4 snRNA binding | GO:0000462, biological_process, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) | GO:0000398, biological_process, mRNA splicing, via spliceosome | 	KO:K12845.	-
TRINITY_DN374_c0_g1_i1	202	0	1	0	3	2	0	0	3482.95	0	12029.3	8021.56	0	-	-1.11944270513001	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	GRE3_YEAST	67.647	68	21	1	1	201	202	269	4.71e-25	97.1	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0005634, cellular_component, nucleus | GO:0004032, molecular_function, alditol:NADP+ 1-oxidoreductase activity | GO:0032866, molecular_function, D-xylose:NADP reductase activity | GO:0003729, molecular_function, mRNA binding | GO:0019568, biological_process, arabinose catabolic process | GO:0071470, biological_process, cellular response to osmotic stress | GO:0034599, biological_process, cellular response to oxidative stress | GO:0042843, biological_process, D-xylose catabolic process | GO:0019388, biological_process, galactose catabolic process | 	KO:K17743.	1.1.1.21,1.1.1,1.1.1.2,1,1.1,1.1.1,1.1.1
TRINITY_DN375_c0_g1_i1	199	0	0	0	1	3	2	0	0	0	4172.28	12501.77	13098.43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CAPZA_CANGA	100	41	0	0	75	197	1	41	5.17e-20	82.8	.	.	.	.	.	.	-
TRINITY_DN376_c0_g1_i1	154	2	0	0	1	0	0	19733.4	0	0	9895.31	0	0	0.829090173304861	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	HSP7F_CANGA	100	51	0	0	2	154	112	162	2.57e-28	107	.	.	.	COG0443: Heat shock protein	GO:0005829, cellular_component, cytosol | GO:0005844, cellular_component, polysome | GO:0000774, molecular_function, adenyl-nucleotide exchange factor activity | GO:0005524, molecular_function, ATP binding | GO:0042277, molecular_function, peptide binding | GO:0042026, biological_process, protein refolding | 	KO:K09485.	-
TRINITY_DN377_c0_g1_i1	155	1	0	0	0	3	1	9571.94	0	0	0	27799.66	17825.31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	VTC1_YEAST	85.714	49	7	0	9	155	52	100	7.19e-27	96.7	.	.	.	.	GO:0005783, cellular_component, endoplasmic reticulum | GO:0016021, cellular_component, integral component of membrane | GO:0031310, cellular_component, intrinsic component of vacuolar membrane | GO:0033254, cellular_component, vacuolar transporter chaperone complex | GO:0003729, molecular_function, mRNA binding | GO:0016237, biological_process, lysosomal microautophagy | GO:0006799, biological_process, polyphosphate biosynthetic process | GO:0006797, biological_process, polyphosphate metabolic process | GO:0007034, biological_process, vacuolar transport | GO:0042144, biological_process, vacuole fusion, non-autophagic | 	.	-
TRINITY_DN378_c0_g1_i1	285	22	27	13	2	5	2	36548.68	43417.09	24790.43	3827.17	9738.31	5211.64	3.28659528566172	2.18662061031183	2.40157354627127	2.81366379199802	0.004550577327918	0.0335404257499039	0.0536328609888605	-	-	-	-	-	-	-	-	-	-	-	RL38_YEAST	85.897	78	11	0	22	255	1	78	4.18e-43	137	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | 	KO:K02923.	-
TRINITY_DN379_c0_g1_i1	157	2	2	0	0	0	0	18053.64	16596.55	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SYRC_YEAST	82.692	52	9	0	157	2	208	259	5.9e-24	95.1	-	-	-	-	-	-	-
TRINITY_DN38_c0_g1_i1	343	22	12	10	1	4	4	26348.32	13990.63	13896.65	1398.22	5712.36	7290.7	4.20666658459959	1.33941946181921	1.06724484815577	2.3315795548881	0.00133433984732175	0.238790282278216	0.390133159226838	RL36B_YEAST	96	100	4	0	1	100	1	100	1.85e-64	192	RL36B_YEAST	96	100	4	0	21	320	1	100	3.36e-64	192	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0003723, molecular_function, RNA binding | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | 	KO:K02920.	-
TRINITY_DN380_c0_g1_i1	180	0	0	0	1	0	1	0	0	0	5586.12	0	9279.97	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	YBC9_YEAST	80.556	36	7	0	1	108	335	370	1.78e-11	60.1	.	.	.	.	.	.	-
TRINITY_DN381_c0_g1_i1	385	37	43	37	9	6	10	36851.97	41804.15	42971.39	10527.88	7179.37	14938.97	1.92865402801172	2.59773688215533	1.64312154378167	2.32508347683104	0.0230912167161369	0.00532896198915214	0.0598362075153709	-	-	-	-	-	-	-	-	-	-	-	RS21_CANGA	100	87	0	0	334	74	1	87	7.68e-59	179	.	.	.	ENOG4112266: 40S ribosomal protein S21	GO:0005829, cellular_component, cytosol | GO:0005634, cellular_component, nucleus | GO:0005840, cellular_component, ribosome | GO:0003735, molecular_function, structural constituent of ribosome | GO:0042274, biological_process, ribosomal small subunit biogenesis | GO:0006364, biological_process, rRNA processing | GO:0006412, biological_process, translation | 	KO:K02971.	-
TRINITY_DN382_c0_g1_i1	417	38	55	44	10	10	9	33543.75	47462.32	45413.35	10402.53	10649.76	11816.08	1.81690523353423	2.22582101269514	2.04244767733084	2.24516154741917	0.0294636588142023	0.00824267821394809	0.0178617197401898	RS25_CANGA	100	107	0	0	1	107	1	107	2.47e-72	213	RS25_CANGA	100	107	0	0	362	42	1	107	1.27e-45	147	.	.	.	COG4901: Ribosomal protein S25	GO:0005840, cellular_component, ribosome	KO:K02975.	-
TRINITY_DN383_c0_g1_i1	275	2	0	2	13	8	9	3559.58	0	4075.15	26560.64	16620.16	25299.87	-2.72014842412097	-	-2.32711632452284	-3.11553568241757	0.0396962808918121	-	0.0999758185423419	-	-	-	-	-	-	-	-	-	-	-	COX9_CANGA	100	60	0	0	244	65	1	60	1.46e-38	125	.	.	.	ENOG410XXJD: This small integral protein plays a role in holoenzyme assembly or stability (By similarity)	GO:0016021, cellular_component, integral component of membrane | GO:0005751, cellular_component, mitochondrial respiratory chain complex IV | GO:0004129, molecular_function, cytochrome-c oxidase activity | GO:0006123, biological_process, mitochondrial electron transport, cytochrome c to oxygen | 	KO:K02269.	1.9.3.1,1,1.9,1.9.3
